Time,Ar,He,Ne,N2,CH4(1),CO2(2),H2O(3),H2(4),CO(5),C2H6(6),site(7),HX(8),CO2X(9),OX(10),OCX(11),HOX(12),H2OX(13),CX(14),CHX(15),CH2X(16),CH3X(17),CH4X(18),HOCXO(19),CXHO(20),HCOOX(21),CXOH(22),HCXOH(23),H2CXOH(24),C2H6X(25),C2H5X(26),CHCH3X(27),CXCH3(28),CXCH2(29),CXHCH2(30),CH3CXO(31)
0.0,0.7722,0.0,0.0,0.0,0.0,0.0,0.0,0.2278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7725441,0.0,0.0,0.0,0.0,0.0,0.0,0.2274559,0.0,0.0,0.7544972,0.2455028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.7725337,0.0,0.0,0.0,0.0,0.0,0.0,0.2274663,0.0,0.0,0.7544869,0.2455131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.7725237,0.0,0.0,0.0,0.0,0.0,0.0,0.2274763,0.0,0.0,0.7544818,0.2455182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.7725139,0.0,0.0,0.0,0.0,0.0,0.0,0.2274861,0.0,0.0,0.7544775,0.2455225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.7725044,0.0,0.0,0.0,0.0,0.0,0.0,0.2274956,0.0,0.0,0.7544736,0.2455264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.7724953,0.0,0.0,0.0,0.0,0.0,0.0,0.2275047,0.0,0.0,0.75447,0.24553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.7724863,0.0,0.0,0.0,0.0,0.0,0.0,0.2275137,0.0,0.0,0.7544664,0.2455336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.7724777,0.0,0.0,0.0,0.0,0.0,0.0,0.2275223,0.0,0.0,0.7544627,0.2455373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.7724693,0.0,0.0,0.0,0.0,0.0,0.0,0.2275307,0.0,0.0,0.7544596,0.2455404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.7724612,0.0,0.0,0.0,0.0,0.0,0.0,0.2275388,0.0,0.0,0.7544562,0.2455438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.7724533,0.0,0.0,0.0,0.0,0.0,0.0,0.2275467,0.0,0.0,0.754453,0.245547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.7724457,0.0,0.0,0.0,0.0,0.0,0.0,0.2275543,0.0,0.0,0.7544498,0.2455502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.7724383,0.0,0.0,0.0,0.0,0.0,0.0,0.2275617,0.0,0.0,0.7544468,0.2455532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.7724311,0.0,0.0,0.0,0.0,0.0,0.0,0.2275689,0.0,0.0,0.7544439,0.2455561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.7724241,0.0,0.0,0.0,0.0,0.0,0.0,0.2275759,0.0,0.0,0.754441,0.245559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.7724173,0.0,0.0,0.0,0.0,0.0,0.0,0.2275827,0.0,0.0,0.7544382,0.2455618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.7724108,0.0,0.0,0.0,0.0,0.0,0.0,0.2275892,0.0,0.0,0.7544355,0.2455645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.7724044,0.0,0.0,0.0,0.0,0.0,0.0,0.2275956,0.0,0.0,0.7544329,0.2455671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.7723983,0.0,0.0,0.0,0.0,0.0,0.0,0.2276017,0.0,0.0,0.7544304,0.2455696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.7723923,0.0,0.0,0.0,0.0,0.0,0.0,0.2276077,0.0,0.0,0.7544279,0.2455721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.7723865,0.0,0.0,0.0,0.0,0.0,0.0,0.2276135,0.0,0.0,0.7544259,0.2455741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.7723809,0.0,0.0,0.0,0.0,0.0,0.0,0.2276191,0.0,0.0,0.7544237,0.2455763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.7723754,0.0,0.0,0.0,0.0,0.0,0.0,0.2276246,0.0,0.0,0.7544213,0.2455787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.7723701,0.0,0.0,0.0,0.0,0.0,0.0,0.2276299,0.0,0.0,0.7544191,0.2455809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.772365,0.0,0.0,0.0,0.0,0.0,0.0,0.227635,0.0,0.0,0.754417,0.245583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.77236,0.0,0.0,0.0,0.0,0.0,0.0,0.22764,0.0,0.0,0.754415,0.245585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.7723552,0.0,0.0,0.0,0.0,0.0,0.0,0.2276448,0.0,0.0,0.7544131,0.2455869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.7723505,0.0,0.0,0.0,0.0,0.0,0.0,0.2276495,0.0,0.0,0.7544114,0.2455886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.772346,0.0,0.0,0.0,0.0,0.0,0.0,0.227654,0.0,0.0,0.7544096,0.2455904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.7723415,0.0,0.0,0.0,0.0,0.0,0.0,0.2276585,0.0,0.0,0.7544077,0.2455923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.7723373,0.0,0.0,0.0,0.0,0.0,0.0,0.2276627,0.0,0.0,0.754406,0.245594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.7723331,0.0,0.0,0.0,0.0,0.0,0.0,0.2276669,0.0,0.0,0.7544043,0.2455957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.7723291,0.0,0.0,0.0,0.0,0.0,0.0,0.2276709,0.0,0.0,0.7544027,0.2455973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.7723252,0.0,0.0,0.0,0.0,0.0,0.0,0.2276748,0.0,0.0,0.7544012,0.2455988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.7723214,0.0,0.0,0.0,0.0,0.0,0.0,0.2276786,0.0,0.0,0.7543995,0.2456005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.7723178,0.0,0.0,0.0,0.0,0.0,0.0,0.2276822,0.0,0.0,0.754398,0.245602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.7723142,0.0,0.0,0.0,0.0,0.0,0.0,0.2276858,0.0,0.0,0.7543967,0.2456033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.7723108,0.0,0.0,0.0,0.0,0.0,0.0,0.2276892,0.0,0.0,0.7543952,0.2456048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.7723074,0.0,0.0,0.0,0.0,0.0,0.0,0.2276926,0.0,0.0,0.7543939,0.2456061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.7723042,0.0,0.0,0.0,0.0,0.0,0.0,0.2276958,0.0,0.0,0.7543925,0.2456075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.7723011,0.0,0.0,0.0,0.0,0.0,0.0,0.2276989,0.0,0.0,0.7543909,0.2456091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.772298,0.0,0.0,0.0,0.0,0.0,0.0,0.227702,0.0,0.0,0.75439,0.24561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.7722951,0.0,0.0,0.0,0.0,0.0,0.0,0.2277049,0.0,0.0,0.754389,0.245611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.7722922,0.0,0.0,0.0,0.0,0.0,0.0,0.2277078,0.0,0.0,0.7543878,0.2456122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.7722894,0.0,0.0,0.0,0.0,0.0,0.0,0.2277106,0.0,0.0,0.7543867,0.2456133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.7722867,0.0,0.0,0.0,0.0,0.0,0.0,0.2277133,0.0,0.0,0.7543856,0.2456144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.7722841,0.0,0.0,0.0,0.0,0.0,0.0,0.2277159,0.0,0.0,0.7543845,0.2456155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.7722816,0.0,0.0,0.0,0.0,0.0,0.0,0.2277184,0.0,0.0,0.7543835,0.2456165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.7722791,0.0,0.0,0.0,0.0,0.0,0.0,0.2277209,0.0,0.0,0.7543825,0.2456175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.7722767,0.0,0.0,0.0,0.0,0.0,0.0,0.2277233,0.0,0.0,0.7543814,0.2456186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.7722744,0.0,0.0,0.0,0.0,0.0,0.0,0.2277256,0.0,0.0,0.7543806,0.2456194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.7722721,0.0,0.0,0.0,0.0,0.0,0.0,0.2277279,0.0,0.0,0.7543797,0.2456203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.77227,0.0,0.0,0.0,0.0,0.0,0.0,0.22773,0.0,0.0,0.7543788,0.2456212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.7722679,0.0,0.0,0.0,0.0,0.0,0.0,0.2277321,0.0,0.0,0.7543779,0.2456221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.7722658,0.0,0.0,0.0,0.0,0.0,0.0,0.2277342,0.0,0.0,0.7543771,0.2456229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.7722638,0.0,0.0,0.0,0.0,0.0,0.0,0.2277362,0.0,0.0,0.7543764,0.2456236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.7722619,0.0,0.0,0.0,0.0,0.0,0.0,0.2277381,0.0,0.0,0.7543755,0.2456245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.77226,0.0,0.0,0.0,0.0,0.0,0.0,0.22774,0.0,0.0,0.7543748,0.2456252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.7722582,0.0,0.0,0.0,0.0,0.0,0.0,0.2277418,0.0,0.0,0.754374,0.245626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.7722565,0.0,0.0,0.0,0.0,0.0,0.0,0.2277435,0.0,0.0,0.7543734,0.2456266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.7722548,0.0,0.0,0.0,0.0,0.0,0.0,0.2277452,0.0,0.0,0.7543727,0.2456273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.7722531,0.0,0.0,0.0,0.0,0.0,0.0,0.2277469,0.0,0.0,0.754372,0.245628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.7722515,0.0,0.0,0.0,0.0,0.0,0.0,0.2277485,0.0,0.0,0.7543714,0.2456286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.77225,0.0,0.0,0.0,0.0,0.0,0.0,0.22775,0.0,0.0,0.7543707,0.2456293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.7722484,0.0,0.0,0.0,0.0,0.0,0.0,0.2277516,0.0,0.0,0.7543701,0.2456299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.772247,0.0,0.0,0.0,0.0,0.0,0.0,0.227753,0.0,0.0,0.7543696,0.2456304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.7722456,0.0,0.0,0.0,0.0,0.0,0.0,0.2277544,0.0,0.0,0.754369,0.245631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.7722442,0.0,0.0,0.0,0.0,0.0,0.0,0.2277558,0.0,0.0,0.7543684,0.2456316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,0.7722429,0.0,0.0,0.0,0.0,0.0,0.0,0.2277571,0.0,0.0,0.7543679,0.2456321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.7722416,0.0,0.0,0.0,0.0,0.0,0.0,0.2277584,0.0,0.0,0.7543674,0.2456326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.7722403,0.0,0.0,0.0,0.0,0.0,0.0,0.2277597,0.0,0.0,0.7543669,0.2456331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.7722391,0.0,0.0,0.0,0.0,0.0,0.0,0.2277609,0.0,0.0,0.7543663,0.2456337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.7722379,0.0,0.0,0.0,0.0,0.0,0.0,0.2277621,0.0,0.0,0.7543659,0.2456341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.7722368,0.0,0.0,0.0,0.0,0.0,0.0,0.2277632,0.0,0.0,0.7543654,0.2456346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.7722357,0.0,0.0,0.0,0.0,0.0,0.0,0.2277643,0.0,0.0,0.754365,0.245635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.7722346,0.0,0.0,0.0,0.0,0.0,0.0,0.2277654,0.0,0.0,0.7543645,0.2456355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.7722335,0.0,0.0,0.0,0.0,0.0,0.0,0.2277665,0.0,0.0,0.7543641,0.2456359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.7722325,0.0,0.0,0.0,0.0,0.0,0.0,0.2277675,0.0,0.0,0.7543637,0.2456363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.7722316,0.0,0.0,0.0,0.0,0.0,0.0,0.2277684,0.0,0.0,0.7543633,0.2456367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.7722306,0.0,0.0,0.0,0.0,0.0,0.0,0.2277694,0.0,0.0,0.7543629,0.2456371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,0.7722297,0.0,0.0,0.0,0.0,0.0,0.0,0.2277703,0.0,0.0,0.7543625,0.2456375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,0.7722288,0.0,0.0,0.0,0.0,0.0,0.0,0.2277712,0.0,0.0,0.7543622,0.2456378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.7722279,0.0,0.0,0.0,0.0,0.0,0.0,0.2277721,0.0,0.0,0.7543618,0.2456382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,0.7722271,0.0,0.0,0.0,0.0,0.0,0.0,0.2277729,0.0,0.0,0.7543615,0.2456385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.7722263,0.0,0.0,0.0,0.0,0.0,0.0,0.2277737,0.0,0.0,0.7543611,0.2456389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.7722255,0.0,0.0,0.0,0.0,0.0,0.0,0.2277745,0.0,0.0,0.7543608,0.2456392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,0.7722247,0.0,0.0,0.0,0.0,0.0,0.0,0.2277753,0.0,0.0,0.7543605,0.2456395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,0.7722239,0.0,0.0,0.0,0.0,0.0,0.0,0.2277761,0.0,0.0,0.7543602,0.2456398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,0.7722232,0.0,0.0,0.0,0.0,0.0,0.0,0.2277768,0.0,0.0,0.7543599,0.2456401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
